dni,supermercado,provincia,fecha_llegada,fecha_salida,total_compra
63777387C,Mas,Cordoba,27/07/2019 18:19,27/07/2019 18:40,195.46
21229154Q,Mas,Sevilla,27/07/2019 20:16,27/07/2019 22:48,149.99
15893816B,Dia,Almeria,27/07/2019 23:00,27/07/2019 23:20,156.75
58326990W,Mas,Malaga,28/07/2019 05:38,28/07/2019 08:36,179.85
30015074M,Dia,Malaga,28/07/2019 06:41,28/07/2019 07:11,141.02
79821136G,Lidl,Huelva,28/07/2019 07:03,28/07/2019 10:00,26.73
59054992P,Mas,Cordoba,28/07/2019 13:29,28/07/2019 16:09,85.40
15112574X,Mercadona,Almeria,28/07/2019 13:33,28/07/2019 14:27,178.79
23454245H,Mas,Granada,28/07/2019 13:53,28/07/2019 16:27,9.53
27633503S,Carrefour,Jaen,28/07/2019 15:02,28/07/2019 16:44,175.89
58572662B,Dia,Cordoba,28/07/2019 16:09,28/07/2019 16:18,106.02
49806525W,Carrefour,Malaga,28/07/2019 21:51,29/07/2019 00:28,142.85
60132584G,Lidl,Granada,28/07/2019 22:38,29/07/2019 01:35,110.08
58119483R,Carrefour,Huelva,29/07/2019 00:09,29/07/2019 02:00,99.62
86672846Z,Aldi,Cordoba,29/07/2019 03:09,29/07/2019 04:40,113.19
20385830X,Aldi,Cadiz,29/07/2019 07:14,29/07/2019 08:28,37.22
53555340R,Lidl,Jaen,29/07/2019 11:18,29/07/2019 13:49,167.73
10564050N,Carrefour,Cadiz,29/07/2019 11:48,29/07/2019 13:20,87.42
14578966W,Mas,Malaga,29/07/2019 14:15,29/07/2019 16:18,43.98
21575322B,Mas,Cadiz,30/07/2019 05:38,30/07/2019 07:41,104.18
88366171X,Carrefour,Malaga,30/07/2019 05:54,30/07/2019 07:19,141.67
47504932L,Mas,Almeria,30/07/2019 06:31,30/07/2019 09:19,145.69
67660077B,Mas,Cadiz,30/07/2019 06:49,30/07/2019 08:01,171.20
15122022M,Supersol,Sevilla,30/07/2019 14:27,30/07/2019 17:24,144.83
60052878Q,Mas,Jaen,30/07/2019 14:40,30/07/2019 15:01,126.32
57273611T,Aldi,Cordoba,30/07/2019 16:15,30/07/2019 17:53,110.15
28487568K,Dia,Malaga,31/07/2019 03:06,31/07/2019 04:53,178.52
25033337E,Mercadona,Huelva,31/07/2019 04:30,31/07/2019 05:07,127.99
26723394Q,Lidl,Almeria,31/07/2019 04:34,31/07/2019 05:13,186.12
70405101P,Lidl,Jaen,31/07/2019 05:19,31/07/2019 05:27,13.17
62973732P,Lidl,Cadiz,31/07/2019 08:08,31/07/2019 08:16,4.06
91073558K,Lidl,Granada,31/07/2019 08:28,31/07/2019 11:18,127.54
69371422H,Dia,Almeria,31/07/2019 12:37,31/07/2019 14:59,88.30
63283958X,Mercadona,Malaga,31/07/2019 13:16,31/07/2019 13:33,59.13
86302030G,Dia,Granada,31/07/2019 18:22,31/07/2019 20:31,15.85
32311916K,Carrefour,Cordoba,31/07/2019 19:13,31/07/2019 21:05,87.19
87298914E,Lidl,Cadiz,01/08/2019 06:08,01/08/2019 06:40,117.69
66122557H,Mas,Sevilla,01/08/2019 13:09,01/08/2019 15:53,96.78
83864192M,Dia,Almeria,01/08/2019 14:34,01/08/2019 16:27,126.90
84644396A,Lidl,Malaga,01/08/2019 14:36,01/08/2019 17:12,189.03
83826560R,Carrefour,Cadiz,01/08/2019 22:34,02/08/2019 00:42,2.01
91073558K,Aldi,Almeria,02/08/2019 01:28,02/08/2019 03:32,113.09
14657186E,Carrefour,Jaen,02/08/2019 01:28,02/08/2019 03:31,172.13
41937393K,Aldi,Granada,02/08/2019 10:50,02/08/2019 12:56,45.61
05723208A,Dia,Sevilla,02/08/2019 14:26,02/08/2019 15:43,3.63
74608293L,Supersol,Sevilla,02/08/2019 16:39,02/08/2019 18:21,168.09
29554681A,Mercadona,Sevilla,02/08/2019 19:13,02/08/2019 20:11,48.42
67616573T,Mercadona,Almeria,02/08/2019 19:31,02/08/2019 22:09,149.21
90198216J,Lidl,Malaga,02/08/2019 21:22,02/08/2019 23:15,101.57
18343589P,Lidl,Sevilla,02/08/2019 22:51,03/08/2019 01:38,65.34
89921814W,Aldi,Malaga,03/08/2019 00:44,03/08/2019 03:39,113.47
93787937D,Supersol,Jaen,03/08/2019 06:01,03/08/2019 08:14,18.90
50422160L,Aldi,Jaen,03/08/2019 06:39,03/08/2019 07:10,68.98
37089432T,Supersol,Granada,03/08/2019 13:37,03/08/2019 13:52,47.43
08083605W,Dia,Huelva,03/08/2019 14:34,03/08/2019 17:21,55.50
62601881K,Carrefour,Granada,03/08/2019 19:08,03/08/2019 22:02,13.66
52084140L,Supersol,Huelva,04/08/2019 00:57,04/08/2019 02:20,39.00
83774908F,Lidl,Sevilla,04/08/2019 01:49,04/08/2019 03:56,169.91
68994709E,Lidl,Sevilla,04/08/2019 02:57,04/08/2019 04:06,133.58
06873834P,Mas,Sevilla,04/08/2019 03:42,04/08/2019 06:00,62.88
94504128A,Aldi,Huelva,04/08/2019 06:12,04/08/2019 06:55,158.44
47504932L,Aldi,Cordoba,04/08/2019 20:30,04/08/2019 22:29,167.29
84612182N,Aldi,Almeria,04/08/2019 22:20,04/08/2019 22:46,54.85
97548385A,Carrefour,Almeria,04/08/2019 22:32,05/08/2019 01:27,35.08
30626820C,Dia,Huelva,05/08/2019 07:27,05/08/2019 10:02,74.45
35647283C,Aldi,Granada,05/08/2019 21:46,06/08/2019 00:33,195.58
58551456B,Supersol,Cadiz,06/08/2019 08:21,06/08/2019 10:04,100.96
92400251M,Mercadona,Jaen,06/08/2019 09:15,06/08/2019 11:53,52.68
51873732S,Mercadona,Jaen,06/08/2019 12:20,06/08/2019 14:07,115.85
59470217Z,Carrefour,Huelva,06/08/2019 14:48,06/08/2019 17:24,194.08
09912256S,Dia,Huelva,06/08/2019 19:10,06/08/2019 19:11,86.35
14764270H,Mas,Almeria,07/08/2019 01:02,07/08/2019 02:36,188.46
86835115H,Mercadona,Jaen,07/08/2019 01:06,07/08/2019 01:47,170.27
83774908F,Aldi,Almeria,07/08/2019 01:07,07/08/2019 01:57,35.53
67327775J,Mas,Malaga,07/08/2019 01:20,07/08/2019 04:05,5.59
90198216J,Lidl,Huelva,07/08/2019 02:34,07/08/2019 03:17,32.14
80433553T,Supersol,Almeria,07/08/2019 10:10,07/08/2019 12:59,170.75
43988060P,Mercadona,Granada,07/08/2019 13:43,07/08/2019 15:21,120.40
52079112M,Supersol,Sevilla,07/08/2019 15:45,07/08/2019 18:07,7.91
88198438Q,Lidl,Almeria,07/08/2019 23:08,08/08/2019 00:30,197.61
90198216J,Mas,Malaga,07/08/2019 23:47,08/08/2019 01:09,144.90
97647240G,Aldi,Cadiz,08/08/2019 01:36,08/08/2019 04:06,140.39
11344365Y,Supersol,Cordoba,08/08/2019 05:06,08/08/2019 05:24,39.72
94747310Y,Mercadona,Almeria,08/08/2019 08:17,08/08/2019 09:18,15.72
48210679B,Supersol,Cadiz,08/08/2019 10:26,08/08/2019 10:48,160.15
58507616D,Lidl,Cadiz,08/08/2019 11:50,08/08/2019 13:34,148.22
71347495T,Aldi,Cadiz,08/08/2019 22:10,08/08/2019 23:33,170.25
53408767F,Mercadona,Malaga,08/08/2019 23:33,09/08/2019 02:18,192.98
25033337E,Dia,Cadiz,09/08/2019 07:23,09/08/2019 07:46,14.01
38365814C,Mas,Cadiz,09/08/2019 08:16,09/08/2019 11:08,44.81
29300457K,Carrefour,Malaga,09/08/2019 12:21,09/08/2019 14:10,33.08
27527799L,Mercadona,Sevilla,09/08/2019 16:25,09/08/2019 16:51,83.48
41534023W,Supersol,Sevilla,09/08/2019 18:43,09/08/2019 20:59,45.35
14764267S,Mas,Cordoba,09/08/2019 20:56,09/08/2019 21:11,126.08
98065695C,Mas,Jaen,10/08/2019 00:05,10/08/2019 02:02,35.88
57273611T,Aldi,Malaga,10/08/2019 04:20,10/08/2019 04:45,165.54
32835082Y,Supersol,Cordoba,10/08/2019 13:12,10/08/2019 14:52,60.84
85609885K,Mercadona,Jaen,10/08/2019 14:35,10/08/2019 16:49,157.30
55993608Q,Lidl,Huelva,10/08/2019 15:16,10/08/2019 17:52,126.92
34985618L,Mercadona,Cordoba,10/08/2019 20:31,10/08/2019 22:43,34.86
99612009K,Aldi,Malaga,10/08/2019 23:31,10/08/2019 23:43,16.56
85685230H,Lidl,Cordoba,11/08/2019 05:06,11/08/2019 07:45,198.57
88351059D,Mas,Malaga,11/08/2019 06:50,11/08/2019 07:09,138.89
05637534G,Dia,Cadiz,11/08/2019 09:06,11/08/2019 09:35,158.38
66726317M,Supersol,Granada,11/08/2019 17:01,11/08/2019 18:51,91.09
40961226C,Carrefour,Malaga,11/08/2019 17:05,11/08/2019 17:40,171.49
26100971L,Dia,Cadiz,11/08/2019 19:17,11/08/2019 20:33,108.96
22253955Y,Lidl,Huelva,11/08/2019 19:57,11/08/2019 22:11,36.88
42068364F,Lidl,Malaga,11/08/2019 21:24,11/08/2019 23:12,195.89
01508206G,Mas,Cadiz,12/08/2019 06:51,12/08/2019 09:18,32.03
71312519F,Mas,Cordoba,12/08/2019 11:27,12/08/2019 13:23,188.01
08676546A,Supersol,Cadiz,12/08/2019 16:45,12/08/2019 18:05,56.66
92168730W,Mas,Malaga,12/08/2019 16:46,12/08/2019 17:25,67.38
22721234V,Carrefour,Almeria,12/08/2019 19:46,12/08/2019 21:45,164.95
47601548N,Carrefour,Cadiz,12/08/2019 22:29,13/08/2019 00:26,12.03
38309193W,Dia,Huelva,12/08/2019 22:55,12/08/2019 23:44,133.40
48985105G,Lidl,Cordoba,12/08/2019 23:21,13/08/2019 01:20,197.51
30626820C,Lidl,Huelva,13/08/2019 00:09,13/08/2019 02:57,116.10
56839409S,Mas,Jaen,13/08/2019 02:20,13/08/2019 02:27,130.64
01847253P,Aldi,Cordoba,13/08/2019 10:19,13/08/2019 10:32,185.36
01508206G,Supersol,Cadiz,13/08/2019 15:22,13/08/2019 17:24,33.84
28092397J,Lidl,Cordoba,13/08/2019 16:03,13/08/2019 17:07,113.61
22721234V,Mercadona,Granada,13/08/2019 17:43,13/08/2019 20:39,64.35
33450761K,Mas,Cordoba,13/08/2019 18:33,13/08/2019 20:09,69.93
50472032G,Lidl,Huelva,13/08/2019 20:10,13/08/2019 21:57,76.50
83612113Y,Dia,Cadiz,13/08/2019 21:14,13/08/2019 21:14,127.50
37089432T,Mercadona,Sevilla,13/08/2019 23:31,14/08/2019 00:43,37.44
68354845H,Supersol,Cordoba,14/08/2019 07:04,14/08/2019 09:04,161.86
47314736X,Carrefour,Almeria,14/08/2019 11:10,14/08/2019 12:12,134.30
04661960K,Supersol,Sevilla,14/08/2019 11:16,14/08/2019 12:08,105.91
45099458T,Mas,Huelva,14/08/2019 15:01,14/08/2019 15:12,178.79
66726317M,Lidl,Cordoba,14/08/2019 22:14,14/08/2019 23:46,59.15
72783203W,Dia,Sevilla,15/08/2019 00:30,15/08/2019 02:26,125.73
52109319J,Mercadona,Sevilla,15/08/2019 02:00,15/08/2019 03:10,173.51
69767354M,Lidl,Cordoba,15/08/2019 05:21,15/08/2019 07:10,111.45
26723394Q,Lidl,Granada,15/08/2019 11:35,15/08/2019 12:20,87.60
89945059V,Mas,Cadiz,15/08/2019 12:09,15/08/2019 13:35,100.38
25036910F,Mercadona,Malaga,15/08/2019 18:08,15/08/2019 18:29,125.86
42238507L,Mas,Cadiz,15/08/2019 18:46,15/08/2019 21:40,9.99
40961226C,Dia,Cordoba,15/08/2019 19:39,15/08/2019 20:53,19.49
53124760G,Mas,Jaen,15/08/2019 22:51,16/08/2019 01:02,126.54
52079112M,Mas,Almeria,16/08/2019 00:24,16/08/2019 02:21,111.96
00979137G,Supersol,Huelva,16/08/2019 03:59,16/08/2019 06:06,116.52
41642524N,Mercadona,Granada,16/08/2019 14:06,16/08/2019 14:52,108.74
75260360J,Lidl,Cadiz,16/08/2019 18:57,16/08/2019 19:21,55.28
21725320A,Supersol,Sevilla,16/08/2019 20:00,16/08/2019 22:31,97.22
56839409S,Mercadona,Malaga,16/08/2019 20:04,16/08/2019 20:57,93.70
57404511F,Mas,Malaga,16/08/2019 20:38,16/08/2019 21:36,173.20
74077105Q,Aldi,Sevilla,17/08/2019 04:26,17/08/2019 06:46,78.34
82247272P,Mas,Cordoba,17/08/2019 04:31,17/08/2019 05:23,142.36
91857790E,Dia,Malaga,17/08/2019 12:30,17/08/2019 13:40,89.08
38373613E,Dia,Malaga,17/08/2019 13:22,17/08/2019 13:26,128.43
06875131V,Dia,Sevilla,17/08/2019 22:59,18/08/2019 00:18,1.63
66247259Z,Mercadona,Malaga,18/08/2019 02:38,18/08/2019 03:46,20.57
97785005E,Mercadona,Jaen,18/08/2019 05:03,18/08/2019 05:50,180.04
69848010T,Mas,Cadiz,18/08/2019 07:01,18/08/2019 09:33,29.82
95962277K,Supersol,Sevilla,18/08/2019 08:46,18/08/2019 10:46,96.04
86302030G,Mercadona,Almeria,18/08/2019 08:53,18/08/2019 11:02,157.73
47675178L,Lidl,Granada,18/08/2019 13:21,18/08/2019 14:28,112.61
14764267S,Supersol,Granada,19/08/2019 02:02,19/08/2019 04:01,27.58
44104827G,Mas,Granada,19/08/2019 02:17,19/08/2019 03:36,172.42
48985105G,Lidl,Sevilla,19/08/2019 19:17,19/08/2019 19:17,173.41
00786649A,Aldi,Malaga,20/08/2019 00:24,20/08/2019 01:38,122.24
66247259Z,Aldi,Almeria,20/08/2019 00:28,20/08/2019 03:26,86.78
22253955Y,Mas,Jaen,20/08/2019 04:32,20/08/2019 07:15,51.55
38365814C,Aldi,Cadiz,20/08/2019 11:05,20/08/2019 12:23,19.27
08693645J,Lidl,Granada,20/08/2019 12:15,20/08/2019 12:42,9.72
44558900B,Mercadona,Cadiz,20/08/2019 13:44,20/08/2019 13:45,155.61
15893816B,Supersol,Sevilla,20/08/2019 13:52,20/08/2019 14:25,183.90
26929387K,Mas,Cadiz,20/08/2019 15:05,20/08/2019 17:49,62.88
33450761K,Mercadona,Malaga,20/08/2019 18:17,20/08/2019 20:15,45.84
66595641S,Mercadona,Sevilla,20/08/2019 22:33,21/08/2019 00:53,162.36
69767354M,Lidl,Malaga,21/08/2019 02:02,21/08/2019 04:57,55.68
83207095H,Lidl,Cordoba,21/08/2019 07:19,21/08/2019 08:52,158.74
62601881K,Dia,Sevilla,21/08/2019 12:03,21/08/2019 12:53,129.51
03446856F,Dia,Huelva,21/08/2019 13:37,21/08/2019 14:02,168.91
05350155X,Carrefour,Almeria,21/08/2019 13:53,21/08/2019 15:39,198.35
54930005W,Lidl,Almeria,21/08/2019 17:25,21/08/2019 19:52,43.33
11344365Y,Mercadona,Jaen,21/08/2019 17:27,21/08/2019 18:43,47.38
70968635L,Supersol,Cadiz,21/08/2019 20:18,21/08/2019 23:00,174.34
62324051P,Carrefour,Sevilla,22/08/2019 01:37,22/08/2019 02:31,160.66
99759124M,Supersol,Huelva,22/08/2019 02:16,22/08/2019 03:47,54.45
84728528R,Supersol,Huelva,22/08/2019 04:21,22/08/2019 06:28,139.88
94128682D,Supersol,Granada,22/08/2019 04:48,22/08/2019 07:07,169.47
79239356D,Carrefour,Cadiz,22/08/2019 05:55,22/08/2019 07:55,125.55
75532742Y,Aldi,Malaga,22/08/2019 08:09,22/08/2019 10:24,1.42
13886180E,Supersol,Cordoba,22/08/2019 08:22,22/08/2019 09:20,93.13
53555340R,Mas,Jaen,22/08/2019 09:34,22/08/2019 12:33,39.62
88226973P,Carrefour,Huelva,22/08/2019 11:46,22/08/2019 13:10,136.58
22621404F,Mas,Granada,22/08/2019 17:59,22/08/2019 19:50,78.78
72927620W,Aldi,Cordoba,22/08/2019 22:01,23/08/2019 00:55,195.31
74893962M,Mas,Huelva,23/08/2019 03:20,23/08/2019 04:07,161.91
25036910F,Mas,Jaen,23/08/2019 06:05,23/08/2019 06:58,168.55
29554681A,Lidl,Almeria,23/08/2019 11:15,23/08/2019 12:13,84.16
97647240G,Carrefour,Malaga,23/08/2019 12:06,23/08/2019 14:10,160.92
18343589P,Lidl,Granada,23/08/2019 15:12,23/08/2019 17:40,77.35
88198438Q,Supersol,Jaen,24/08/2019 06:22,24/08/2019 07:34,55.97
15122022M,Supersol,Almeria,24/08/2019 08:23,24/08/2019 09:48,44.31
69426581T,Dia,Granada,24/08/2019 18:15,24/08/2019 20:29,71.66
39893144N,Aldi,Almeria,25/08/2019 05:44,25/08/2019 06:25,22.83
41937393K,Carrefour,Cordoba,25/08/2019 07:55,25/08/2019 10:01,59.47
58507616D,Lidl,Malaga,25/08/2019 19:43,25/08/2019 20:26,105.59
52109319J,Mercadona,Jaen,26/08/2019 01:49,26/08/2019 03:36,68.69
14726795X,Lidl,Jaen,26/08/2019 02:10,26/08/2019 04:47,36.24
74077105Q,Lidl,Granada,26/08/2019 05:02,26/08/2019 07:28,134.12
66595641S,Supersol,Cordoba,26/08/2019 05:51,26/08/2019 06:28,83.80
09012314V,Mas,Huelva,26/08/2019 06:36,26/08/2019 07:04,68.24
30626820C,Mercadona,Almeria,26/08/2019 07:31,26/08/2019 08:32,51.01
13886180E,Supersol,Cadiz,26/08/2019 08:57,26/08/2019 10:15,58.80
31541431J,Carrefour,Granada,26/08/2019 11:54,26/08/2019 14:34,165.94
50472032G,Carrefour,Huelva,26/08/2019 15:14,26/08/2019 18:04,150.12
09020931D,Dia,Malaga,26/08/2019 16:05,26/08/2019 17:37,143.11
35913123A,Mas,Malaga,26/08/2019 19:08,26/08/2019 21:37,47.05
58119483R,Lidl,Jaen,27/08/2019 00:26,27/08/2019 01:03,129.26
08839907H,Mercadona,Jaen,27/08/2019 05:23,27/08/2019 05:31,171.27
39434545X,Supersol,Almeria,27/08/2019 08:56,27/08/2019 09:09,84.81
08693645J,Lidl,Malaga,27/08/2019 15:58,27/08/2019 16:14,197.67
35280428S,Lidl,Cordoba,27/08/2019 22:14,27/08/2019 23:02,115.20
55141019Z,Aldi,Sevilla,28/08/2019 12:07,28/08/2019 14:57,163.23
56667898S,Carrefour,Cordoba,28/08/2019 17:32,28/08/2019 19:12,117.31
96429150V,Mas,Malaga,29/08/2019 01:16,29/08/2019 03:41,153.67
54801154C,Mas,Jaen,29/08/2019 07:17,29/08/2019 07:21,152.01
69793163P,Aldi,Malaga,29/08/2019 16:12,29/08/2019 17:06,29.13
68852479R,Mas,Malaga,29/08/2019 19:14,29/08/2019 22:12,100.11
10070796Q,Carrefour,Granada,29/08/2019 20:34,29/08/2019 21:09,177.10
46789450K,Dia,Cadiz,30/08/2019 02:45,30/08/2019 05:06,186.92
10564050N,Carrefour,Jaen,30/08/2019 04:09,30/08/2019 05:38,104.73
52124447F,Mas,Jaen,30/08/2019 08:56,30/08/2019 11:38,89.04
56284995Q,Supersol,Malaga,30/08/2019 20:32,30/08/2019 20:52,167.87
57983095A,Mercadona,Huelva,30/08/2019 20:38,30/08/2019 21:53,121.78
07136710V,Dia,Sevilla,31/08/2019 00:15,31/08/2019 03:09,36.84
58351586B,Dia,Malaga,31/08/2019 05:52,31/08/2019 08:46,181.29
88366171X,Mas,Cadiz,31/08/2019 06:28,31/08/2019 06:28,20.09
97647240G,Lidl,Almeria,31/08/2019 09:57,31/08/2019 10:48,47.27
38613809Y,Carrefour,Almeria,31/08/2019 15:24,31/08/2019 15:56,140.17
47948703M,Supersol,Malaga,31/08/2019 17:33,31/08/2019 17:55,142.04
47314736X,Carrefour,Cordoba,31/08/2019 20:16,31/08/2019 21:30,160.98
74608293L,Dia,Huelva,01/09/2019 11:11,01/09/2019 14:08,106.70
65817663N,Supersol,Huelva,01/09/2019 11:40,01/09/2019 13:53,91.49
88198438Q,Mas,Malaga,01/09/2019 16:25,01/09/2019 18:07,90.34
97820096S,Mercadona,Jaen,01/09/2019 20:13,01/09/2019 20:18,3.29
90963150J,Lidl,Malaga,01/09/2019 20:13,01/09/2019 22:52,142.18
26457703K,Supersol,Malaga,02/09/2019 00:41,02/09/2019 02:40,43.42
04551750G,Aldi,Almeria,02/09/2019 07:04,02/09/2019 08:30,14.71
43988060P,Lidl,Huelva,02/09/2019 07:18,02/09/2019 08:52,33.85
91030004Y,Supersol,Sevilla,02/09/2019 19:11,02/09/2019 20:35,2.48
96399047K,Mercadona,Granada,02/09/2019 21:34,02/09/2019 22:24,173.57
49535461Q,Mercadona,Jaen,03/09/2019 00:21,03/09/2019 00:23,64.08
83207095H,Dia,Huelva,03/09/2019 04:47,03/09/2019 05:06,122.70
63283958X,Lidl,Almeria,03/09/2019 08:38,03/09/2019 11:10,36.90
71312519F,Carrefour,Jaen,03/09/2019 14:19,03/09/2019 15:35,32.59
99100335M,Mercadona,Cadiz,03/09/2019 17:11,03/09/2019 18:39,150.53
70968635L,Aldi,Jaen,03/09/2019 22:29,04/09/2019 00:25,10.55
22721234V,Mas,Sevilla,03/09/2019 23:21,04/09/2019 01:29,87.58
22253955Y,Mas,Huelva,04/09/2019 05:24,04/09/2019 07:56,185.13
83207095H,Supersol,Malaga,04/09/2019 07:30,04/09/2019 09:15,183.14
59255465J,Mas,Jaen,04/09/2019 08:42,04/09/2019 10:04,121.75
73168909K,Dia,Jaen,04/09/2019 13:14,04/09/2019 13:43,166.06
99759124M,Aldi,Malaga,04/09/2019 14:01,04/09/2019 16:56,85.13
42469218V,Lidl,Malaga,04/09/2019 15:09,04/09/2019 17:55,68.03
92857435H,Carrefour,Cordoba,04/09/2019 16:15,04/09/2019 18:50,195.02
97145433B,Dia,Almeria,04/09/2019 19:55,04/09/2019 20:44,22.56
74159107T,Mas,Jaen,04/09/2019 20:50,04/09/2019 21:26,179.71
57404511F,Aldi,Granada,04/09/2019 20:54,04/09/2019 22:06,100.29
40092186N,Carrefour,Malaga,04/09/2019 22:35,05/09/2019 00:02,183.22
54834500Q,Dia,Sevilla,05/09/2019 12:09,05/09/2019 13:43,153.68
92168730W,Mas,Huelva,05/09/2019 13:42,05/09/2019 14:18,132.17
67327775J,Dia,Cordoba,05/09/2019 13:52,05/09/2019 14:55,169.11
99074860Z,Mas,Almeria,05/09/2019 14:43,05/09/2019 15:43,49.07
99100335M,Lidl,Sevilla,05/09/2019 18:16,05/09/2019 20:35,33.63
36987832Z,Dia,Cadiz,05/09/2019 18:58,05/09/2019 21:03,98.63
19371098S,Lidl,Sevilla,05/09/2019 19:13,05/09/2019 21:04,109.66
69676491S,Aldi,Cordoba,05/09/2019 20:56,05/09/2019 22:27,170.10
83774908F,Mercadona,Granada,05/09/2019 22:18,06/09/2019 00:42,143.85
14726795X,Mas,Granada,06/09/2019 01:31,06/09/2019 02:04,73.24
96816973Z,Mercadona,Sevilla,06/09/2019 07:40,06/09/2019 08:01,25.25
54197541L,Carrefour,Malaga,06/09/2019 10:17,06/09/2019 11:51,178.31
77395327M,Mas,Almeria,06/09/2019 21:34,07/09/2019 00:23,172.91
70266646J,Mercadona,Huelva,07/09/2019 05:29,07/09/2019 05:42,10.52
57212545E,Mas,Malaga,07/09/2019 06:09,07/09/2019 07:07,40.55
04551750G,Supersol,Huelva,07/09/2019 14:26,07/09/2019 15:33,178.21
14764270H,Aldi,Almeria,07/09/2019 16:47,07/09/2019 19:31,3.27
60694594D,Supersol,Cadiz,07/09/2019 18:57,07/09/2019 21:01,111.55
76503388Y,Carrefour,Cordoba,07/09/2019 19:36,07/09/2019 21:25,146.64
75260360J,Mas,Almeria,07/09/2019 20:52,07/09/2019 21:20,187.98
67327775J,Carrefour,Malaga,08/09/2019 00:17,08/09/2019 01:31,24.21
46789450K,Mas,Cadiz,08/09/2019 06:43,08/09/2019 08:06,32.92
89945059V,Lidl,Sevilla,08/09/2019 06:56,08/09/2019 09:18,68.45
42916174Z,Aldi,Sevilla,08/09/2019 12:59,08/09/2019 15:46,82.83
05723208A,Mercadona,Granada,08/09/2019 13:19,08/09/2019 15:07,147.08
83826560R,Carrefour,Malaga,08/09/2019 17:34,08/09/2019 20:33,74.35
79707751D,Mercadona,Malaga,08/09/2019 18:15,08/09/2019 20:30,90.09
68354845H,Mercadona,Cordoba,08/09/2019 18:20,08/09/2019 20:41,167.63
62565551P,Mercadona,Malaga,08/09/2019 21:20,08/09/2019 23:39,76.77
26457703K,Mercadona,Cadiz,08/09/2019 22:37,09/09/2019 00:36,190.53
57212545E,Dia,Jaen,09/09/2019 00:35,09/09/2019 03:24,110.99
97548385A,Mercadona,Almeria,09/09/2019 03:06,09/09/2019 03:51,143.91
71347495T,Dia,Cadiz,09/09/2019 06:09,09/09/2019 08:56,63.00
66247259Z,Mas,Cadiz,09/09/2019 06:15,09/09/2019 07:49,95.87
51907371M,Lidl,Almeria,09/09/2019 07:37,09/09/2019 09:26,32.21
29436667W,Mas,Huelva,09/09/2019 13:42,09/09/2019 16:05,180.18
21135362H,Lidl,Cordoba,09/09/2019 16:59,09/09/2019 19:09,61.85
86835115H,Mas,Cadiz,10/09/2019 08:08,10/09/2019 09:40,29.97
75249148W,Supersol,Sevilla,10/09/2019 17:44,10/09/2019 18:21,124.64
59161727T,Mercadona,Malaga,10/09/2019 17:51,10/09/2019 18:58,132.70
35647283C,Mas,Jaen,10/09/2019 18:02,10/09/2019 20:08,100.23
01981740Z,Carrefour,Huelva,10/09/2019 22:14,11/09/2019 00:44,44.82
76663187R,Lidl,Granada,10/09/2019 22:33,11/09/2019 00:20,72.24
38365814C,Carrefour,Cadiz,11/09/2019 07:26,11/09/2019 09:14,93.22
88351059D,Carrefour,Cadiz,11/09/2019 08:21,11/09/2019 10:48,63.22
98065695C,Supersol,Cordoba,11/09/2019 09:08,11/09/2019 10:51,91.14
59470217Z,Mas,Jaen,11/09/2019 12:24,11/09/2019 13:34,104.80
49861960F,Supersol,Sevilla,11/09/2019 21:43,12/09/2019 00:10,43.02
89803474C,Aldi,Cordoba,12/09/2019 00:14,12/09/2019 01:21,61.88
66726317M,Dia,Cordoba,12/09/2019 01:32,12/09/2019 04:10,149.50
84644396A,Supersol,Cordoba,12/09/2019 03:33,12/09/2019 05:14,43.67
62324051P,Carrefour,Jaen,12/09/2019 07:49,12/09/2019 08:58,64.19
99074860Z,Dia,Cadiz,12/09/2019 10:50,12/09/2019 12:20,132.09
20857473S,Mercadona,Cordoba,12/09/2019 12:25,12/09/2019 12:39,9.76
70283941N,Lidl,Granada,12/09/2019 12:58,12/09/2019 14:10,56.25
88798554Q,Dia,Cadiz,12/09/2019 18:06,12/09/2019 18:11,88.93
66334271V,Supersol,Sevilla,12/09/2019 22:29,13/09/2019 01:26,16.43
30015074M,Dia,Malaga,12/09/2019 22:33,12/09/2019 23:50,150.81
86118654F,Supersol,Cordoba,13/09/2019 06:08,13/09/2019 08:53,75.62
40092186N,Carrefour,Cadiz,13/09/2019 10:23,13/09/2019 11:38,195.68
38373613E,Dia,Malaga,13/09/2019 16:21,13/09/2019 16:22,129.46
98065695C,Supersol,Jaen,13/09/2019 18:09,13/09/2019 19:32,78.39
13811493Q,Mas,Cadiz,13/09/2019 18:33,13/09/2019 19:18,128.42
32311916K,Dia,Sevilla,14/09/2019 04:06,14/09/2019 05:20,53.88
30626820C,Carrefour,Malaga,14/09/2019 04:36,14/09/2019 06:00,16.69
46908107K,Supersol,Malaga,14/09/2019 05:19,14/09/2019 05:24,188.02
12050281Y,Aldi,Almeria,14/09/2019 07:15,14/09/2019 09:13,108.52
57456191Y,Lidl,Almeria,14/09/2019 12:43,14/09/2019 12:57,59.96
64270646K,Mercadona,Jaen,14/09/2019 16:26,14/09/2019 18:38,199.51
61828490M,Aldi,Sevilla,14/09/2019 18:15,14/09/2019 21:05,93.40
09896169M,Dia,Cadiz,15/09/2019 05:46,15/09/2019 08:01,175.34
00105632Q,Supersol,Sevilla,15/09/2019 08:43,15/09/2019 10:04,4.30
